"","StripedBass0","StripedBass2_5","StripedBass6+","AtlanticMenhaden0","AtlanticMenhaden1","AtlanticMenhaden2","AtlanticMenhaden3","AtlanticMenhaden4","AtlanticMenhaden5","AtlanticMenhaden6+","SpinyDogfish","BluefishJuvenile","BluefishAdult","WeakfishJuvenile","WeakfishAdult","AtlanticHerring0_1","AtlanticHerring2+","Anchovies","Benthos","Zooplankton","Phytoplankton","Detritus"
"119",0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0
"120",0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0
"121",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"122",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"123",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"124",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"125",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"126",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"127",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"128",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"129",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"130",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"131",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"132",0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0
"133",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"134",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"135",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"136",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"137",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"138",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"139",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"140",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"141",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"142",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"143",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"144",0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0
"145",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"146",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"147",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"148",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"149",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"150",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"151",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"152",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"153",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"154",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"155",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"156",0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0
"157",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"158",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"159",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"160",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"161",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"162",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"163",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"164",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"165",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"166",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"167",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"168",0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0
"169",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"170",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"171",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"172",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"173",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"174",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"175",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"176",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"177",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"178",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"179",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"180",0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0
"181",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"182",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"183",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"184",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"185",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"186",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"187",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"188",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"189",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"190",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"191",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"192",0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0
"193",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"194",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"195",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"196",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"197",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"198",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"199",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"200",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"201",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"202",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"203",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"204",0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0
"205",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"206",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"207",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"208",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"209",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"210",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"211",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"212",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"213",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"214",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"215",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"216",0.0001882295,0.06312741,0.1968699,0.001621318,0.02465178,0.1524529,0.1661537,0.1121415,0.05645014,0.01214907,0.01893923,0.1518931,0.2413061,0.002178447,0.3862866,0.03316197,0.2208456,0,0,0,0,0
"217",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"218",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"219",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"220",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"221",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"222",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"223",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"224",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"225",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"226",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"227",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"228",0.0001882295,0.07321984,0.2166509,0.001776728,0.02674861,0.1543853,0.1460351,0.08666745,0.04008641,0.01307778,0.01893923,0.1085899,0.2863042,0.001314453,0.2611557,0.009029814,0.2544549,0,0,0,0,0
"229",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"230",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"231",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"232",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"233",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"234",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"235",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"236",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
"237",0.0001882295,0.08523287,0.2019347,0.001770819,0.02685771,0.1662246,0.1831354,0.124368,0.06265177,0.01318565,0.01893923,0.2115469,0.3165513,0.0055428,0.1350662,0.01315784,0.2664765,0,0,0,0,0
